id,Email,Тип регистрации,Создан,Имя,Фамилия,Телефон,Город,Дата рождения,Возраст,От партнера,ID партнера,utm_source,utm_medium,utm_campaign,utm_term,utm_content
402,studies1818@example.com,Создан менеджером,2022-09-26 3:00,Darwin,Foster,400-406-0044x5961,Piqua,1975-04-04,49,FALSE,,facebook-ads,,campaign_3,,
403,munich1948@live.com,Создан самостоятельно,2021-10-12 9:00,Lane,Stevenson,491.791.9781,Inkster,1986-12-11,37,FALSE,,yandex-direct,,campaign_1,,
404,gross1997@yahoo.com,Создан менеджером,2023-07-29 0:00,Cris,Pugh,254-457-6465,Ocala,1993-01-18,31,TRUE,5,yandex-direct,,campaign_2,,
405,stopped1857@yandex.com,Создан самостоятельно,2022-07-15 7:00,Claude,Holmes,349-622-8744,Covina,1997-09-13,26,FALSE,,yandex-direct,,campaign_3,,
406,mistake2096@yandex.com,Создан самостоятельно,2021-07-31 15:00,Faviola,Cameron,+1-981-248-2643x6633,Provo,1999-04-05,25,TRUE,6,vk-ads,,campaign_2,,
407,cricket1951@example.com,Создан менеджером,2020-01-29 4:00,George,Bradford,647-206-3377x2812,Bullhead City,1995-05-15,28,FALSE,,yandex-direct,,campaign_3,,
408,terrible1948@yahoo.com,Создан самостоятельно,2020-03-29 2:00,Florrie,Jensen,001-797-599-1997,Dearborn Heights,1981-11-22,42,FALSE,,vk-ads,,campaign_3,,
409,would1978@yahoo.com,Создан менеджером,2020-10-29 20:00,Phillip,Delgado,(526)284-7793x9651,Mount Juliet,1976-02-26,48,TRUE,3,facebook-ads,,campaign_2,,
410,acre2063@example.com,Создан менеджером,2020-09-10 13:00,Sparkle,Palmer,001-945-832-9968x14960,Keene,1985-08-10,38,FALSE,,yandex-direct,,campaign_1,,
411,accompanying2047@yahoo.com,Создан самостоятельно,2022-01-26 22:00,Pearle,Fletcher,001-226-570-7556x256,Anacortes,1987-02-06,37,TRUE,4,vk-ads,,campaign_2,,
412,jews1987@example.org,Создан самостоятельно,2021-10-18 9:00,Amira,Dean,(984)628-8986,Prichard,1976-10-24,47,TRUE,4,yandex-direct,,campaign_3,,
413,reaches1932@gmail.com,Создан самостоятельно,2023-04-24 12:00,Garrett,Chapman,256-218-7786x46398,Lansing,2000-10-02,23,FALSE,,vk-ads,,campaign_1,,
414,remarks1803@example.com,Создан самостоятельно,2022-12-06 15:00,Felicidad,Warner,(785)728-6511x71269,Irving,1991-04-26,32,FALSE,,facebook-ads,,campaign_2,,
415,hosts1989@protonmail.com,Создан менеджером,2022-02-28 6:00,Bertram,Bowen,803.748.5433x84103,Ogden,1991-01-24,33,TRUE,10,vk-ads,,campaign_1,,
416,wto1917@yandex.com,Создан менеджером,2023-04-05 13:00,Charlie,Mcmahon,001-420-874-8673x7094,Watsonville,1998-10-25,25,TRUE,2,yandex-direct,,campaign_3,,
417,cited1910@yahoo.com,Создан самостоятельно,2022-05-16 7:00,Naoma,Howard,001-975-980-0527x16448,Whittier,2001-08-19,22,FALSE,,yandex-direct,,campaign_2,,
418,mag1939@gmail.com,Создан самостоятельно,2022-10-04 16:00,Joeann,Gardner,585.741.4742x824,Mankato,1992-01-01,32,TRUE,3,vk-ads,,campaign_3,,
419,epa1883@example.com,Создан самостоятельно,2021-11-17 8:00,Chun,Velez,952.460.0271x74955,Huntington,1993-09-11,30,FALSE,,vk-ads,,campaign_3,,
420,coordinates2015@gmail.com,Создан самостоятельно,2023-10-08 13:00,Emmy,Blankenship,218.680.4067,Mobile,1976-02-12,48,FALSE,,facebook-ads,,campaign_1,,
421,enhance1876@gmail.com,Создан менеджером,2020-07-27 3:00,Tanner,Lester,284.920.0790,Frederick,1982-02-07,42,FALSE,,facebook-ads,,campaign_1,,
422,sullivan1887@example.com,Создан самостоятельно,2022-07-04 7:00,Vincenza,Vasquez,572.881.6819x7903,Maryland Heights,1996-08-20,27,TRUE,1,vk-ads,,campaign_1,,
423,soil2000@yandex.com,Создан самостоятельно,2022-01-29 21:00,Cruz,James,001-967-265-1954x0482,Key West,1988-01-02,36,FALSE,,facebook-ads,,campaign_3,,
424,waters2080@gmail.com,Создан менеджером,2022-05-15 6:00,Alfonso,Nicholson,432-490-6934x0126,Onalaska,1994-06-26,29,TRUE,7,facebook-ads,,campaign_3,,
425,comparing1882@yandex.com,Создан менеджером,2022-08-21 16:00,Kacy,Hooper,+1-331-512-1685x8386,McDonough,1990-06-14,33,TRUE,3,vk-ads,,campaign_3,,
426,kenny2070@duck.com,Создан менеджером,2023-01-28 6:00,Cristobal,Bentley,001-672-867-0572x927,Royal Oak,1979-01-13,45,TRUE,8,yandex-direct,,campaign_1,,
427,prisoners1975@yahoo.com,Создан менеджером,2023-11-17 16:00,Ming,Allen,+1-655-804-2850x2307,Corona,1993-01-08,31,FALSE,,facebook-ads,,campaign_3,,
428,resumes1962@gmail.com,Создан менеджером,2020-09-11 22:00,Dacia,Robles,+1-342-743-7039x4969,Pflugerville,1976-09-17,47,FALSE,,vk-ads,,campaign_3,,
429,jul1851@yahoo.com,Создан самостоятельно,2021-03-23 12:00,Krystina,Fowler,(792)261-7327,Rapid City,1992-04-02,32,TRUE,6,facebook-ads,,campaign_3,,
430,trivia1984@protonmail.com,Создан самостоятельно,2022-08-15 0:00,Francesco,Christensen,001-245-718-9690x2229,Lake Havasu City,2001-07-15,22,TRUE,3,vk-ads,,campaign_1,,
431,listed1835@outlook.com,Создан менеджером,2022-09-18 0:00,Greg,Cortez,+1-730-282-0514x4874,Moorhead,1987-11-20,36,FALSE,,vk-ads,,campaign_2,,
432,tide1809@yandex.com,Создан менеджером,2023-03-24 15:00,Kris,Hodge,(545)454-9966,Harrisonburg,1976-02-15,48,FALSE,,yandex-direct,,campaign_3,,
433,homes2099@yandex.com,Создан самостоятельно,2022-06-25 14:00,Romaine,Lucas,316.719.6268x698,Fargo,1984-05-29,39,FALSE,,facebook-ads,,campaign_2,,
434,shakespeare1999@yahoo.com,Создан самостоятельно,2021-06-01 12:00,Delbert,Justice,418.831.2440x253,Irvine,1990-07-30,33,TRUE,10,vk-ads,,campaign_2,,
435,diet1868@outlook.com,Создан менеджером,2023-05-12 3:00,Man,Logan,001-908-603-4535,Trenton,2000-10-22,23,FALSE,,facebook-ads,,campaign_1,,
436,sterling1935@example.org,Создан самостоятельно,2020-01-01 4:00,Malisa,Thomas,(708)812-8501,Elmhurst,1998-07-03,25,TRUE,9,vk-ads,,campaign_2,,
437,build2028@example.com,Создан менеджером,2022-04-13 11:00,Lupe,Guy,(460)660-7729x8186,Peekskill,2000-09-01,23,FALSE,,facebook-ads,,campaign_2,,
438,stat1804@example.com,Создан менеджером,2020-09-11 5:00,Ghislaine,Valencia,(420)464-9930x4236,Lathrop,1996-09-05,27,TRUE,10,vk-ads,,campaign_2,,
439,and2094@yandex.com,Создан самостоятельно,2021-01-23 17:00,Arlie,Lopez,001-791-955-0643x220,Westminster,1990-10-23,33,FALSE,,vk-ads,,campaign_3,,
440,lynn1862@live.com,Создан самостоятельно,2020-06-09 17:00,Vern,Montgomery,001-900-310-0701x019,Dalton,1979-08-28,44,TRUE,10,yandex-direct,,campaign_2,,
441,brand2093@outlook.com,Создан самостоятельно,2021-02-26 17:00,Susy,Burt,403-686-0131,Corona,1986-05-27,37,TRUE,5,yandex-direct,,campaign_3,,
442,playback1967@yandex.com,Создан самостоятельно,2023-09-01 16:00,Nia,Sloan,(992)475-9252x19504,St. Petersburg,2001-06-15,22,TRUE,4,yandex-direct,,campaign_2,,
443,goes1924@example.com,Создан менеджером,2020-11-30 1:00,Archie,Weeks,+1-889-213-5184x08305,Brigham City,1990-08-23,33,FALSE,,yandex-direct,,campaign_2,,
444,drainage2079@duck.com,Создан самостоятельно,2023-01-29 3:00,Jaleesa,Stark,001-292-259-5826,Covington,1983-10-09,40,FALSE,,yandex-direct,,campaign_2,,
445,realtor1856@protonmail.com,Создан самостоятельно,2023-10-28 4:00,Santina,Anthony,5675671817,Lemon Grove,1990-02-04,34,TRUE,5,yandex-direct,,campaign_3,,
446,total1894@outlook.com,Создан самостоятельно,2022-04-22 7:00,Porsha,Grimes,832-927-2066x5274,Fridley,1987-06-13,36,TRUE,10,vk-ads,,campaign_3,,
447,creek1932@yandex.com,Создан самостоятельно,2021-04-03 23:00,Aaron,Aguilar,(423)555-1085x411,Lake Charles,1995-07-18,28,FALSE,,facebook-ads,,campaign_1,,
448,intervals1896@gmail.com,Создан самостоятельно,2020-08-21 19:00,Honey,Hammond,802.977.8594x243,Huntley,1994-06-15,29,TRUE,8,facebook-ads,,campaign_2,,
449,pass1877@outlook.com,Создан самостоятельно,2020-04-01 23:00,Louanne,Hahn,001-324-210-1145,Hallandale Beach,1997-12-19,26,TRUE,8,vk-ads,,campaign_2,,
450,prefix1819@live.com,Создан менеджером,2021-03-06 18:00,Sanford,Mooney,001-224-470-8917x70630,Columbus,1986-06-14,37,FALSE,,vk-ads,,campaign_1,,
451,goals2046@protonmail.com,Создан самостоятельно,2020-09-17 6:00,Taylor,Reed,909.350.8358x810,Portsmouth,1997-04-09,27,FALSE,,facebook-ads,,campaign_2,,
452,ordering1907@outlook.com,Создан самостоятельно,2020-07-31 0:00,Han,O'donnell,(416)491-7905x511,Greenfield,1976-11-01,47,FALSE,,facebook-ads,,campaign_3,,
453,assessing1928@outlook.com,Создан самостоятельно,2020-10-14 2:00,Joe,Wolf,841-657-9098x3046,La Vergne,1987-07-12,36,TRUE,7,yandex-direct,,campaign_1,,
454,products1942@duck.com,Создан самостоятельно,2023-12-18 14:00,Nakita,Pearson,298-517-5862,Payson,1977-10-16,46,TRUE,7,yandex-direct,,campaign_1,,
455,mac2089@example.org,Создан самостоятельно,2023-07-10 19:00,Mose,Davenport,(210)385-2276,Edmond,1975-01-28,49,TRUE,8,facebook-ads,,campaign_1,,
456,feature2012@protonmail.com,Создан менеджером,2023-09-23 20:00,Sarai,Walters,+1-843-508-7062x996,Chico,1988-02-14,36,TRUE,8,yandex-direct,,campaign_3,,
457,tubes2055@duck.com,Создан менеджером,2023-05-19 13:00,Carie,Battle,+1-200-532-4893,West Palm Beach,1994-07-15,29,FALSE,,yandex-direct,,campaign_2,,
458,degrees1888@yahoo.com,Создан самостоятельно,2020-11-04 19:00,Serita,Lambert,9956367663,New Bedford,1997-08-21,26,FALSE,,facebook-ads,,campaign_1,,
459,modules2072@duck.com,Создан самостоятельно,2021-06-08 1:00,Fidel,England,625-361-7508,Boynton Beach,1994-02-23,30,FALSE,,yandex-direct,,campaign_2,,
460,announces1876@live.com,Создан самостоятельно,2020-03-16 14:00,Wen,O'neil,371-578-6315,Royal Palm Beach,1995-02-03,29,TRUE,4,facebook-ads,,campaign_1,,
461,paragraph1962@yandex.com,Создан самостоятельно,2022-02-02 11:00,Ricardo,Howard,824-719-4860x49585,Brooklyn Center,1979-04-12,45,TRUE,4,facebook-ads,,campaign_2,,
462,court2057@example.com,Создан самостоятельно,2023-10-29 10:00,Juliane,Kemp,001-727-619-7183,Wichita Falls,1995-02-01,29,TRUE,10,facebook-ads,,campaign_1,,
463,waiting2001@example.org,Создан самостоятельно,2021-12-31 3:00,Ranee,Murphy,742.864.8143x195,Cortland,1998-10-04,25,FALSE,,yandex-direct,,campaign_1,,
464,posters1899@protonmail.com,Создан самостоятельно,2020-10-16 23:00,Mallie,Tanner,(346)773-3146x6309,Fort Myers,1990-09-30,33,FALSE,,vk-ads,,campaign_3,,
465,photographic2065@duck.com,Создан менеджером,2020-10-03 10:00,Cesar,Howard,390.993.3084,Barstow,1982-05-26,41,FALSE,,facebook-ads,,campaign_1,,
466,dev2000@live.com,Создан менеджером,2020-06-02 17:00,Horacio,Gibson,001-394-410-4914x769,Edmonds,1993-12-01,30,FALSE,,vk-ads,,campaign_3,,
467,analyzes2049@gmail.com,Создан менеджером,2020-03-27 14:00,Domonique,Huffman,+1-403-754-9176x6365,Lowell,2001-03-09,23,TRUE,2,vk-ads,,campaign_2,,
468,info1981@yahoo.com,Создан менеджером,2023-03-10 7:00,Thi,Black,360-866-4524,Hilliard,1999-01-10,25,TRUE,6,vk-ads,,campaign_3,,
469,challenges1982@live.com,Создан самостоятельно,2021-08-30 1:00,Gregory,Rich,4082641660,Alabaster,1993-06-16,30,FALSE,,vk-ads,,campaign_2,,
470,concerned2055@yandex.com,Создан самостоятельно,2021-05-17 16:00,Golden,Hammond,982-297-5756x250,Prior Lake,1987-12-22,36,TRUE,8,vk-ads,,campaign_2,,
471,telephony1868@duck.com,Создан самостоятельно,2023-04-27 14:00,Jessie,Russo,892-643-8644,Oxford,1979-09-02,44,TRUE,5,yandex-direct,,campaign_2,,
472,infants1874@outlook.com,Создан самостоятельно,2021-07-04 6:00,Anthony,Perkins,990-223-5595x228,Prior Lake,1979-01-24,45,FALSE,,vk-ads,,campaign_3,,
473,helps2014@yahoo.com,Создан самостоятельно,2021-02-18 20:00,Genesis,Vinson,(536)679-0542x46605,Wichita,1995-01-07,29,FALSE,,yandex-direct,,campaign_3,,
474,headlines1838@example.com,Создан менеджером,2023-03-03 1:00,Geoffrey,Combs,972.911.6253x74078,Titusville,1992-11-06,31,TRUE,4,vk-ads,,campaign_2,,
475,wires1900@outlook.com,Создан менеджером,2022-10-18 21:00,Branden,Mosley,+1-891-601-2839x68571,Oviedo,1994-09-11,29,TRUE,2,yandex-direct,,campaign_3,,
476,spotlight1863@duck.com,Создан самостоятельно,2022-11-10 3:00,Thurman,Newton,001-345-471-1936x07844,Macon,1976-06-27,47,TRUE,5,facebook-ads,,campaign_1,,
477,deep2002@protonmail.com,Создан менеджером,2021-12-25 12:00,Valene,Bradley,568-908-4147,Dinuba,1995-03-07,29,FALSE,,facebook-ads,,campaign_1,,
478,live1928@outlook.com,Создан самостоятельно,2022-07-05 9:00,Robbie,Pena,487.892.0716x684,Yorkville,1979-03-25,45,TRUE,4,vk-ads,,campaign_2,,
479,passage1801@live.com,Создан менеджером,2023-07-19 19:00,Jenell,Benjamin,001-796-207-8439x16098,Fairbanks,1987-10-07,36,FALSE,,facebook-ads,,campaign_1,,
480,scripts1977@example.com,Создан самостоятельно,2020-05-03 16:00,Ramiro,Hancock,399.356.1425,Calabasas,1993-03-28,31,TRUE,1,vk-ads,,campaign_1,,
481,telecommunications2000@example.org,Создан самостоятельно,2020-08-18 20:00,Vanetta,Skinner,2329647665,Shakopee,1984-04-24,39,TRUE,9,facebook-ads,,campaign_3,,
482,identifier1917@example.com,Создан самостоятельно,2023-11-18 21:00,Rodger,Lindsey,933.990.4003x7993,Alton,1987-11-09,36,TRUE,5,facebook-ads,,campaign_1,,
483,clinic1894@yahoo.com,Создан самостоятельно,2023-10-06 4:00,Natosha,Moss,843-666-3920x237,Huntsville,1977-11-04,46,TRUE,1,facebook-ads,,campaign_2,,
484,stationery2014@yahoo.com,Создан менеджером,2020-09-08 7:00,Hugh,Ratliff,7986940894,Johnstown,1981-06-08,42,FALSE,,vk-ads,,campaign_1,,
485,chancellor2025@outlook.com,Создан самостоятельно,2023-08-23 16:00,Ike,Gonzales,410.880.0005,Baton Rouge,1982-06-09,41,FALSE,,facebook-ads,,campaign_1,,
486,cir2014@example.org,Создан самостоятельно,2022-12-14 5:00,Yoko,Sheppard,889.965.4657x151,Pearland,1997-11-20,26,TRUE,6,facebook-ads,,campaign_2,,
487,premiere1832@example.com,Создан самостоятельно,2020-06-07 2:00,Edward,Carney,303-897-0972,West Jordan,2000-11-19,23,TRUE,9,facebook-ads,,campaign_1,,
488,draw1930@duck.com,Создан самостоятельно,2022-06-04 22:00,Eugene,Sheppard,(533)359-3893,Rochester,1978-01-04,46,TRUE,6,facebook-ads,,campaign_3,,
489,openings1880@live.com,Создан менеджером,2023-06-15 10:00,Refugio,Mcmahon,+1-364-992-1177x08705,Monroeville,1999-02-11,25,TRUE,8,facebook-ads,,campaign_2,,
490,interested2017@example.org,Создан менеджером,2020-11-24 21:00,Lynetta,Mathis,+1-327-514-5174x455,Pinole,1998-05-31,25,FALSE,,facebook-ads,,campaign_3,,
491,opportunity1911@protonmail.com,Создан менеджером,2021-11-17 0:00,Jeremiah,Stephenson,+1-229-403-8988,Bartow,1981-08-23,42,TRUE,4,facebook-ads,,campaign_2,,
492,roads1944@outlook.com,Создан самостоятельно,2022-04-20 18:00,Lincoln,Lang,505.841.5988x5538,Prescott Valley,1998-08-14,25,FALSE,,facebook-ads,,campaign_3,,
493,richard1817@yandex.com,Создан самостоятельно,2022-10-22 4:00,Lance,Harding,(410)317-4317,Greenfield,1978-12-20,45,TRUE,9,vk-ads,,campaign_3,,
494,losses2007@outlook.com,Создан менеджером,2020-11-12 0:00,Naoma,Bean,561.283.5127,Chicago Heights,1995-10-14,28,TRUE,9,vk-ads,,campaign_1,,
495,surgeon2063@example.org,Создан самостоятельно,2020-04-12 15:00,Erin,Villarreal,645-380-0300x4092,Temple City,1984-12-03,39,FALSE,,facebook-ads,,campaign_1,,
496,clients1824@outlook.com,Создан менеджером,2023-01-25 0:00,Alica,Harvey,+1-708-884-2628,Shakopee,1999-02-19,25,FALSE,,yandex-direct,,campaign_1,,
497,proceeds1945@duck.com,Создан менеджером,2022-09-20 7:00,Tom,Bailey,+1-953-929-1110x24769,Denver,2001-12-29,22,FALSE,,yandex-direct,,campaign_1,,
498,tuning1857@protonmail.com,Создан менеджером,2020-02-06 12:00,Dotty,Newman,(978)590-3747x67483,Point Pleasant,1984-01-14,40,FALSE,,facebook-ads,,campaign_3,,
499,independence1864@outlook.com,Создан самостоятельно,2022-10-07 12:00,Hunter,Pugh,(930)830-5401,Muncie,1992-07-20,31,FALSE,,vk-ads,,campaign_2,,
500,keywords1839@live.com,Создан самостоятельно,2023-01-16 6:00,Verena,Diaz,563-568-3335x24723,Alliance,1994-09-06,29,TRUE,7,yandex-direct,,campaign_2,,
501,spots1816@gmail.com,Создан самостоятельно,2022-06-24 19:00,Soo,Robertson,+1-280-336-8817,Glassboro,1983-01-18,41,TRUE,4,yandex-direct,,campaign_3,,
502,lab1830@yandex.com,Создан менеджером,2022-10-23 23:00,Hans,Abbott,212-782-1195,Grayslake,1980-09-29,43,TRUE,3,yandex-direct,,campaign_2,,
503,obvious1963@duck.com,Создан самостоятельно,2023-02-20 23:00,Phylicia,Swanson,001-294-524-7872x042,Millbrae,1992-08-26,31,TRUE,9,yandex-direct,,campaign_2,,
504,pepper1807@yandex.com,Создан менеджером,2023-11-29 17:00,Kristopher,Guerra,440.857.4212x1987,Garner,1981-06-23,42,TRUE,1,facebook-ads,,campaign_3,,
505,int1900@example.com,Создан самостоятельно,2022-05-01 17:00,Alphonso,Castaneda,738-922-7584x5845,Sidney,1980-07-04,43,TRUE,1,yandex-direct,,campaign_2,,
506,inspiration1872@example.com,Создан самостоятельно,2020-04-30 9:00,Andrew,Collier,001-680-621-5437x0565,Covington,1992-12-01,31,TRUE,3,facebook-ads,,campaign_1,,
507,rated1825@example.com,Создан менеджером,2023-12-14 11:00,Sueann,Clay,+1-315-459-4978x6364,Davis,1975-06-01,48,FALSE,,vk-ads,,campaign_2,,
508,flu1888@live.com,Создан менеджером,2020-03-30 14:00,Loura,Stanton,992-527-6508x108,Chickasha,2000-10-16,23,FALSE,,facebook-ads,,campaign_1,,
509,growth1806@duck.com,Создан самостоятельно,2023-02-16 22:00,Carl,Kirby,777.587.3653x4853,Painesville,1993-11-27,30,FALSE,,vk-ads,,campaign_1,,
510,devices1903@protonmail.com,Создан менеджером,2021-03-24 10:00,Jude,Hogan,+1-255-372-7058,Walnut Creek,1999-05-05,24,TRUE,8,facebook-ads,,campaign_2,,
511,shark2013@outlook.com,Создан самостоятельно,2021-08-29 19:00,Randee,Christensen,(671)853-6243,Avon,1992-12-12,31,FALSE,,yandex-direct,,campaign_3,,
512,scholar2034@live.com,Создан менеджером,2021-07-15 14:00,Stanley,Whitney,+1-469-264-4014x17498,Sandusky,1977-10-27,46,TRUE,5,vk-ads,,campaign_2,,
513,kyle1990@outlook.com,Создан самостоятельно,2020-02-25 8:00,Pearle,Buchanan,318-813-6862x9257,Camarillo,1985-10-01,38,TRUE,1,vk-ads,,campaign_1,,
514,portal2008@yahoo.com,Создан самостоятельно,2021-01-03 10:00,Jamel,Duke,+1-532-565-9241,Dania Beach,1983-03-09,41,FALSE,,yandex-direct,,campaign_1,,
515,writer1825@gmail.com,Создан менеджером,2020-12-24 2:00,Mignon,Mathews,406.737.8463,Largo,1987-05-31,36,TRUE,2,facebook-ads,,campaign_2,,
516,insurance2031@gmail.com,Создан менеджером,2020-09-28 16:00,Tamisha,Skinner,838-656-4677x37770,Midlothian,1975-03-03,49,TRUE,3,vk-ads,,campaign_2,,
517,jesse1999@duck.com,Создан менеджером,2022-05-29 8:00,Barbera,Calderon,390.635.1568,Murrieta,1976-11-23,47,TRUE,6,vk-ads,,campaign_1,,
518,spatial2050@example.org,Создан самостоятельно,2021-12-31 13:00,Willena,Vargas,+1-935-401-6813,Palmetto Bay,1981-06-06,42,FALSE,,facebook-ads,,campaign_3,,
519,ian1877@gmail.com,Создан менеджером,2023-07-07 2:00,Isaiah,Gibson,565-840-7361x294,Burleson,1993-12-04,30,TRUE,3,vk-ads,,campaign_3,,
520,association2053@protonmail.com,Создан самостоятельно,2021-08-06 20:00,Alvera,Wood,+1-976-367-6111,San Benito,1977-02-24,47,TRUE,10,facebook-ads,,campaign_2,,
521,gdp1988@outlook.com,Создан самостоятельно,2021-07-11 23:00,Joel,Clements,(996)680-9610x264,Richland,1976-05-24,47,FALSE,,facebook-ads,,campaign_3,,
522,dried1931@example.com,Создан самостоятельно,2021-07-31 19:00,Carlyn,Gross,764-797-6173x399,Mercer Island,1998-09-29,25,FALSE,,yandex-direct,,campaign_2,,
523,cookie1961@gmail.com,Создан менеджером,2021-02-15 19:00,Domonique,Gardner,+1-434-795-4605x823,Durango,1980-06-22,43,TRUE,3,vk-ads,,campaign_3,,
524,enclosure1908@example.com,Создан менеджером,2020-10-06 18:00,Petrina,Rodgers,+1-272-762-5198,Beavercreek,1979-12-01,44,FALSE,,facebook-ads,,campaign_2,,
525,brussels2076@example.com,Создан самостоятельно,2022-01-21 4:00,Ollie,Kidd,(213)388-5919x30355,Evansville,1995-10-18,28,FALSE,,yandex-direct,,campaign_3,,
526,beginners2041@gmail.com,Создан самостоятельно,2023-05-28 7:00,Doyle,Ayala,+1-571-353-9572x2111,Edwardsville,2001-10-06,22,FALSE,,vk-ads,,campaign_3,,
527,hospitals1872@gmail.com,Создан самостоятельно,2020-06-09 19:00,Dalton,Reid,611-706-3696x33373,Trenton,1995-04-08,29,TRUE,8,facebook-ads,,campaign_3,,
528,democracy1973@yandex.com,Создан самостоятельно,2022-02-23 8:00,Moses,Russell,426-322-3114x586,Sedalia,1989-03-12,35,TRUE,5,yandex-direct,,campaign_1,,
529,stupid1898@outlook.com,Создан самостоятельно,2023-10-31 0:00,Katharina,Woods,(367)462-2067x635,Allentown,1990-11-17,33,FALSE,,yandex-direct,,campaign_2,,
530,tennis2075@protonmail.com,Создан самостоятельно,2023-09-11 5:00,Alex,Howard,(607)633-0082x653,Delano,1989-01-21,35,FALSE,,facebook-ads,,campaign_1,,
531,somerset2040@yahoo.com,Создан менеджером,2022-03-20 19:00,Jolie,Frederick,001-251-833-5101x4924,Cypress,1980-01-07,44,TRUE,3,yandex-direct,,campaign_1,,
532,women1993@yandex.com,Создан менеджером,2021-11-15 7:00,Shaun,Wilkerson,425.320.0732x97805,Forest Grove,1991-02-04,33,FALSE,,yandex-direct,,campaign_2,,
533,robust1953@yahoo.com,Создан менеджером,2020-05-26 14:00,Patience,Browning,001-978-322-6315x082,Norman,1993-01-02,31,TRUE,10,vk-ads,,campaign_1,,
534,software1898@protonmail.com,Создан самостоятельно,2023-11-16 3:00,Tereasa,Frost,376.381.5420x7835,Aiken,1985-07-28,38,TRUE,2,yandex-direct,,campaign_3,,
535,celebration2085@example.org,Создан менеджером,2020-06-18 9:00,Stasia,Avila,+1-724-229-6289x8054,Lufkin,1998-05-29,25,TRUE,3,yandex-direct,,campaign_3,,
536,casio2021@example.com,Создан самостоятельно,2021-12-26 16:00,Charles,Green,(678)500-2369x52861,Gilroy,1989-05-14,34,TRUE,10,yandex-direct,,campaign_3,,
537,maximum1834@example.org,Создан самостоятельно,2022-09-17 7:00,Lloyd,Hill,246-965-0319x2396,Merrillville,1990-11-30,33,FALSE,,facebook-ads,,campaign_3,,
538,captured1947@yandex.com,Создан менеджером,2023-12-23 15:00,Myrta,Lindsey,741.682.5953x4869,Tifton,1986-03-19,38,TRUE,9,vk-ads,,campaign_1,,
539,adaptor1908@yahoo.com,Создан самостоятельно,2021-05-04 20:00,Lean,Bradford,(398)458-7297,New Hope,1977-07-14,46,TRUE,2,facebook-ads,,campaign_3,,
540,somerset1914@outlook.com,Создан самостоятельно,2023-05-14 12:00,Conchita,Mathews,776.824.8231,Huntersville,1993-12-15,30,FALSE,,facebook-ads,,campaign_1,,
541,sequence2014@yandex.com,Создан менеджером,2022-12-01 11:00,Rosann,Peck,978.536.8063,Biloxi,1990-02-15,34,FALSE,,yandex-direct,,campaign_2,,
542,sign1909@example.com,Создан менеджером,2021-07-12 5:00,Hsiu,Rowland,(837)560-1057,Rome,1980-03-14,44,TRUE,10,vk-ads,,campaign_1,,
543,forming2089@outlook.com,Создан самостоятельно,2023-04-14 1:00,Roselee,Davenport,(997)264-6135x73693,Dumont,2001-12-30,22,FALSE,,facebook-ads,,campaign_1,,
544,attachments1904@yahoo.com,Создан менеджером,2022-08-31 7:00,Antone,Dorsey,001-888-889-2162,Visalia,1982-09-27,41,FALSE,,yandex-direct,,campaign_1,,
545,tickets1813@live.com,Создан самостоятельно,2021-07-20 16:00,Trinh,Owens,774-262-3844x2100,Liberal,1994-02-07,30,FALSE,,facebook-ads,,campaign_2,,
546,general1851@yandex.com,Создан менеджером,2021-08-09 10:00,Felix,Valdez,(326)322-3500,Montebello,1985-04-16,38,TRUE,4,facebook-ads,,campaign_2,,
547,zoning2040@yandex.com,Создан самостоятельно,2023-08-11 16:00,Deloise,Webster,001-420-853-6692x723,Zion,2001-12-17,22,TRUE,8,yandex-direct,,campaign_3,,
548,uruguay2054@example.com,Создан самостоятельно,2020-03-18 21:00,Mikaela,Gibbs,+1-897-496-1538x48092,Dublin,1986-10-26,37,FALSE,,facebook-ads,,campaign_2,,
549,from1941@live.com,Создан менеджером,2023-07-21 17:00,Francoise,Mckenzie,+1-601-961-2041x23414,Monrovia,1998-10-28,25,FALSE,,yandex-direct,,campaign_2,,
550,tiffany2031@example.org,Создан самостоятельно,2021-06-09 12:00,Shemika,Hyde,+1-624-205-6307x43554,Lorain,2000-07-17,23,TRUE,6,vk-ads,,campaign_2,,
551,stake1912@yahoo.com,Создан самостоятельно,2020-08-18 22:00,Nichol,Cash,(763)405-7188,Grapevine,1993-05-25,30,FALSE,,yandex-direct,,campaign_2,,
552,profile2031@protonmail.com,Создан менеджером,2020-07-23 0:00,Freeman,Maddox,+1-444-359-6332x925,Gloucester,1996-08-22,27,TRUE,5,facebook-ads,,campaign_1,,
553,cant2079@example.com,Создан менеджером,2021-06-17 4:00,Stanford,Harrell,001-231-775-3484,Waxahachie,2000-05-14,23,FALSE,,facebook-ads,,campaign_3,,
554,yoga2085@yandex.com,Создан менеджером,2021-03-27 4:00,Arianne,Holder,001-623-631-9677x956,El Monte,1983-09-16,40,TRUE,8,facebook-ads,,campaign_3,,
555,brief1861@outlook.com,Создан самостоятельно,2022-02-13 3:00,Quinn,Hess,750.606.4580,Maple Valley,1991-02-25,33,FALSE,,facebook-ads,,campaign_1,,
556,date1827@yandex.com,Создан самостоятельно,2022-07-06 16:00,Wyatt,Holloway,941-783-2813,Ashtabula,1978-04-15,46,TRUE,9,facebook-ads,,campaign_1,,
