ID заказа,ID пользователя,Пользователь,Email,Телефон,Дата создания,Дата оплаты,Title,Статус,"Стоимость, RUB",Налог,Комиссии,"Заработано, RUB",Валюта,Менеджер,Город,ID партнера,Использован промокод,utm_source,utm_medium,utm_campaign,utm_content,utm_term,user_utm_source,user_utm_medium,user_utm_campaign,user_utm_content,user_utm_term,Теги
332,618,Alexis Ayers,sought1813@gmail.com,(260)594-3462,2023-05-01 14:00,2023-05-15 14:00,product_3,in progress,49900,3%,1497,0,RUB,John,Papillion,6,,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
333,405,Porfirio Mcbride,mario1983@duck.com,(310)828-6531x06400,2023-08-09 20:00,2023-08-22 20:00,product_3,cancelled,49900,3%,1497,0,RUB,Katy,Superior,6,,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
334,1151,Williams Rosales,took1905@example.org,562-725-4247,2023-07-21 17:00,2023-07-21 17:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Anny,Grove City,3,,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
335,1135,Hyon Cunningham,relocation1973@duck.com,255-825-4539,2023-10-13 15:00,2023-10-20 15:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Will,Elmira,6,Да,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
336,1201,Coy Clay,qualities2050@example.com,+1-926-739-4959x076,2023-02-12 2:00,2023-02-19 2:00,product_1,cancelled,9990,7%,"699,3",0,RUB,Will,Northbrook,10,Да,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
337,1054,Graig Perkins,answered2078@example.com,+1-407-432-8927x3143,2023-10-22 12:00,2023-10-26 12:00,product_4,in progress,89900,3%,2697,0,RUB,Anny,Arcadia,7,,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
338,56,Rayford Stephens,bangladesh2013@gmail.com,(848)339-2871x99221,2023-06-29 12:00,2023-07-03 12:00,product_4,cancelled,89900,5%,4495,0,RUB,Anny,Novato,6,Да,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
339,352,Jeffry Flores,split1873@yahoo.com,901.244.4965x3229,2023-03-09 13:00,2023-03-09 13:00,product_2,in progress,18990,5%,"949,5",0,RUB,Anny,Mundelein,4,,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
340,667,Lon Winters,hong1847@protonmail.com,211.488.3064x1380,2023-10-20 14:00,2023-10-31 14:00,product_2,completed,18990,7%,"1329,3",18650,RUB,Anny,North Port,9,Да,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_3,,,
341,421,Jenae Lindsay,operations1998@yandex.com,+1-342-377-9810x32558,2023-09-08 0:00,2023-09-19 0:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Katy,Petersburg,8,Да,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
342,735,Marleen Holder,eagles1984@live.com,+1-519-898-8309,2023-01-28 20:00,2023-02-04 20:00,product_3,completed,49900,7%,3493,49558,RUB,Anny,North Tonawanda,10,,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_2,,,
343,726,Magaret Barnett,yard1831@outlook.com,(278)321-9794x2032,2023-04-27 9:00,2023-05-11 9:00,product_4,completed,89900,3%,2697,89557,RUB,Anny,Layton,10,,vk-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
344,1098,Keitha Williams,letters1953@example.org,966.297.7386x8873,2023-01-30 14:00,2023-02-10 14:00,product_2,completed,18990,5%,"949,5",18646,RUB,Will,Sandusky,4,Да,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
345,762,Avelina Padilla,schemes1964@example.com,+1-960-219-1294x617,2023-01-11 20:00,2023-01-21 20:00,product_2,in progress,18990,3%,"569,7",0,RUB,John,Boston,8,,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_3,,,
346,304,Julian Hoover,steps1853@outlook.com,001-677-736-5378x5778,2023-06-07 4:00,2023-06-11 4:00,product_3,cancelled,49900,7%,3493,0,RUB,Katy,Joliet,4,Да,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
347,1019,Sandy Barlow,pretty1882@example.org,(331)382-4948x98636,2023-04-27 12:00,2023-05-04 12:00,product_1,completed,9990,7%,"699,3",9643,RUB,John,Pelham,5,,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
348,1190,Carrol Hancock,disposition1814@live.com,001-961-396-9743x250,2023-08-04 11:00,2023-08-11 11:00,product_4,in progress,89900,3%,2697,0,RUB,Will,Foster City,9,Да,vk-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_2,,,
349,305,Ezekiel Mendez,potato2016@outlook.com,001-678-619-0977x5707,2023-06-07 12:00,2023-06-18 12:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Katy,Santee,3,,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
350,1403,Yong Montoya,herein1831@duck.com,841-792-2905,2023-06-25 18:00,2023-07-08 18:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Katy,Calumet City,10,Да,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_1,,,
351,1162,Alayna Riddle,tampa1912@yandex.com,+1-471-553-7924x790,2023-02-22 21:00,2023-03-04 21:00,product_2,in progress,18990,5%,"949,5",0,RUB,Will,Charlotte,2,,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
352,541,Gary Beard,zoloft2031@live.com,+1-337-297-6159x71253,2023-11-30 11:00,2023-12-03 11:00,product_4,in progress,89900,7%,6293,0,RUB,John,Saco,8,,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
353,574,Eldridge Rivera,lawyers1844@yahoo.com,+1-636-570-0466x242,2023-12-08 19:00,2023-12-16 19:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Katy,Mountain Brook,3,,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
354,615,Jimmie Jones,biographies1981@outlook.com,204-770-3088,2023-11-11 11:00,2023-11-12 11:00,product_1,in progress,9990,5%,"499,5",0,RUB,Will,Shoreview,10,,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
355,184,Jordon Barrett,clearing2063@protonmail.com,2624218500,2023-05-19 17:00,2023-06-01 17:00,product_4,in progress,89900,5%,4495,0,RUB,John,Collinsville,7,,vk-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
356,1225,Mason Grimes,porter2013@gmail.com,885-412-9524x6129,2023-12-30 14:00,2024-01-04 14:00,product_4,completed,89900,5%,4495,89544,RUB,Will,Berwyn,1,Да,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
357,1425,Sheldon Wright,bulk1841@yandex.com,950.358.5802x25331,2023-10-26 6:00,2023-10-29 6:00,product_2,in progress,18990,5%,"949,5",0,RUB,Anny,Porterville,2,Да,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
358,763,Herb Wiggins,farming2009@gmail.com,+1-989-329-6055,2023-01-01 14:00,2023-01-15 14:00,product_4,in progress,89900,7%,6293,0,RUB,Katy,Garfield,5,,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
359,192,Shella Hickman,vocational2074@example.org,6359213746,2023-07-05 5:00,2023-07-05 5:00,product_4,cancelled,89900,3%,2697,0,RUB,Anny,Mountlake Terrace,1,,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
360,213,Ellis Sullivan,belts1907@outlook.com,(685)750-0568x2684,2023-07-20 14:00,2023-07-28 14:00,product_3,in progress,49900,5%,2495,0,RUB,John,Takoma Park,8,Да,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
361,790,Amado Mccray,transactions2096@example.org,851.408.8194x589,2023-02-12 12:00,2023-02-21 12:00,product_1,in progress,9990,7%,"699,3",0,RUB,Katy,Layton,3,,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
362,32,Eladia Ballard,geological2028@yandex.com,668-385-6231x2643,2023-07-21 17:00,2023-07-29 17:00,product_4,completed,89900,3%,2697,89538,RUB,John,Davie,8,,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
363,1478,Freddy Vargas,erp1849@duck.com,934-792-6157x315,2023-01-26 7:00,2023-01-29 7:00,product_4,completed,89900,3%,2697,89537,RUB,John,Waltham,10,Да,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_3,,,
364,80,Latesha Mcclure,side1937@yahoo.com,001-350-313-6774x90625,2023-09-22 15:00,2023-10-04 15:00,product_2,in progress,18990,3%,"569,7",0,RUB,Anny,Spokane,1,Да,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
365,540,Flavia Rodgers,simple2032@yahoo.com,+1-409-814-7242x05639,2023-10-20 17:00,2023-10-21 17:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,Will,South Salt Lake,7,,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_3,,,
366,14,Heriberto O'connor,long1805@gmail.com,+1-816-209-6602x79363,2023-02-10 21:00,2023-02-13 21:00,product_1,cancelled,9990,5%,"499,5",0,RUB,Will,Topeka,6,Да,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_3,,,
367,1218,Sharmaine Rosa,yields1830@live.com,(996)748-4982,2023-03-21 7:00,2023-03-22 7:00,product_1,completed,9990,5%,"499,5",9623,RUB,John,Fridley,3,,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
368,41,Samella Berger,everywhere1907@example.com,542-957-8758,2023-07-23 2:00,2023-07-27 2:00,product_4,completed,89900,3%,2697,89532,RUB,Anny,Normal,2,,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
369,780,Victor Carlson,thirty1938@example.org,422.555.5755,2023-04-01 20:00,2023-04-14 20:00,product_1,cancelled,9990,3%,"299,7",0,RUB,Will,Midlothian,5,,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
370,1048,Rod Owens,loops2009@yandex.com,841-887-8398x9248,2023-09-21 23:00,2023-10-03 23:00,product_1,completed,9990,5%,"499,5",9620,RUB,Katy,Pharr,7,Да,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
371,1401,Darrin Alford,velvet2090@example.org,522.452.0677x118,2023-01-05 21:00,2023-01-07 21:00,product_1,in progress,9990,5%,"499,5",0,RUB,Anny,Coalinga,7,,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
372,173,Eloy Lynn,guards1826@yahoo.com,+1-350-766-2080x850,2023-06-14 14:00,2023-06-25 14:00,product_3,in progress,49900,3%,1497,0,RUB,Will,Dubuque,1,Да,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
373,448,Else Estes,given2022@protonmail.com,+1-672-813-2750x002,2023-12-17 1:00,2023-12-29 1:00,product_1,cancelled,9990,5%,"499,5",0,RUB,John,Chillicothe,10,Да,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
374,884,Monty Greene,contractor1917@yandex.com,001-984-819-2500x50844,2023-10-30 6:00,2023-11-09 6:00,product_3,in progress,49900,5%,2495,0,RUB,John,Renton,4,,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
375,759,Vasiliki Strong,very1902@outlook.com,712.707.7856,2023-10-18 7:00,2023-10-24 7:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Katy,New London,1,,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
376,530,Corazon Collins,wax2058@protonmail.com,3355193991,2023-07-04 16:00,2023-07-12 16:00,product_3,in progress,49900,3%,1497,0,RUB,Will,Newburgh,7,,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
377,1338,Dewey Ratliff,aspect2015@protonmail.com,877.424.5477x974,2023-04-07 8:00,2023-04-21 8:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Anny,Twinsburg,6,Да,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_3,,,
378,247,Buffy Decker,stickers2042@protonmail.com,001-483-357-5814x108,2023-03-22 2:00,2023-03-25 2:00,product_1,cancelled,9990,3%,"299,7",0,RUB,Anny,Covington,5,,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
379,374,Mallie Howard,endif2029@live.com,505-821-7592x665,2023-07-26 12:00,2023-08-03 12:00,product_3,in progress,49900,3%,1497,0,RUB,John,Fayetteville,2,,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
380,200,Willis Rodriquez,sandra2016@protonmail.com,+1-963-778-6168,2023-12-18 17:00,2023-12-29 17:00,product_1,in progress,9990,7%,"699,3",0,RUB,Anny,Yakima,2,,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_3,,,
381,470,Tamisha Lang,never1845@live.com,+1-619-324-4692x099,2023-11-24 11:00,2023-11-28 11:00,product_3,cancelled,49900,5%,2495,0,RUB,John,El Monte,3,,yandex-direct,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
382,901,Arie Crane,infants2086@yandex.com,788-730-0122x4047,2023-07-25 0:00,2023-07-28 0:00,product_4,cancelled,89900,5%,4495,0,RUB,Katy,Pasadena,8,,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_3,,,
383,866,Diedre Hester,bios2047@example.com,001-945-396-3096x16483,2023-08-17 3:00,2023-08-21 3:00,product_4,cancelled,89900,3%,2697,0,RUB,Katy,Sioux Falls,9,,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
384,756,Lemuel Forbes,world2040@example.com,549.536.1929x2098,2023-09-16 15:00,2023-09-27 15:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Will,Buena Park,5,Да,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
385,926,Ettie Mckenzie,recorder2038@yahoo.com,339.572.3231x031,2023-06-18 11:00,2023-06-21 11:00,product_4,completed,89900,5%,4495,89515,RUB,John,Madisonville,6,,vk-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
386,1387,Madaline Suarez,kitchen1969@gmail.com,699-390-4550,2023-02-09 17:00,2023-02-11 17:00,product_3,cancelled,49900,5%,2495,0,RUB,John,Pacifica,4,Да,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
387,595,Leo Bonner,tree1809@duck.com,(717)509-1074x7622,2023-02-21 12:00,2023-02-26 12:00,product_4,cancelled,89900,7%,6293,0,RUB,Katy,Ridgewood,7,,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_3,,,
388,26,Erminia Mcdonald,interact2074@yandex.com,+1-875-427-0286,2023-09-14 18:00,2023-09-27 18:00,product_4,cancelled,89900,7%,6293,0,RUB,Will,Anacortes,9,,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
389,185,Reginald Jordan,viruses2079@yandex.com,456.687.2732x95344,2023-11-03 4:00,2023-11-11 4:00,product_2,completed,18990,3%,"569,7",18601,RUB,Anny,Reynoldsburg,9,,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_3,,,
390,866,Lindsay Mays,biological1889@protonmail.com,686-655-8722,2023-11-12 22:00,2023-11-19 22:00,product_3,completed,49900,5%,2495,49510,RUB,Katy,Rock Island,4,,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
391,453,Long Carlson,gamespot2096@yandex.com,(355)973-0393x3310,2023-08-18 2:00,2023-08-26 2:00,product_2,completed,18990,7%,"1329,3",18599,RUB,Anny,La Puente,9,,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_3,,,
392,466,Whitley Henry,remind1831@protonmail.com,+1-422-987-4725,2023-12-30 23:00,2023-12-31 23:00,product_2,completed,18990,5%,"949,5",18598,RUB,Katy,Honolulu,2,,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
393,1401,Luke Boyle,fatal1884@duck.com,7274230614,2023-08-21 11:00,2023-09-04 11:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Katy,Yorba Linda,1,,yandex-direct,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
394,202,Luke Young,physiology1995@yandex.com,001-340-798-9393,2023-08-25 10:00,2023-09-04 10:00,product_3,in progress,49900,3%,1497,0,RUB,Katy,Palestine,2,,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
395,56,Charlie Peterson,qualities2027@gmail.com,569-375-2199,2023-06-30 13:00,2023-07-05 13:00,product_2,completed,18990,3%,"569,7",18595,RUB,John,Apple Valley,5,Да,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
396,1233,Gino Washington,errors1835@gmail.com,982.763.5589,2023-01-06 2:00,2023-01-20 2:00,product_3,completed,49900,3%,1497,49504,RUB,John,West Memphis,2,,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
397,515,Forrest Ratliff,brief1982@live.com,266-974-4459,2023-09-15 6:00,2023-09-29 6:00,product_2,in progress,18990,5%,"949,5",0,RUB,Will,Nacogdoches,6,,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
398,1072,Petrina Nelson,proceeds2030@live.com,+1-553-722-8666,2023-11-05 3:00,2023-11-13 3:00,product_1,cancelled,9990,3%,"299,7",0,RUB,Anny,Costa Mesa,3,,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
399,963,Wade Conner,strengthening1823@live.com,001-239-531-3782x1623,2023-04-24 17:00,2023-05-05 17:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Anny,Hampton,2,,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
400,227,Jolie Poole,choosing2005@yandex.com,001-793-665-6563x0546,2023-01-17 20:00,2023-01-19 20:00,product_1,in progress,9990,7%,"699,3",0,RUB,John,Takoma Park,6,Да,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
401,537,Tomiko Crane,when1924@duck.com,(426)733-6696x444,2023-10-21 17:00,2023-10-29 17:00,product_2,cancelled,18990,3%,"569,7",0,RUB,Anny,Los Gatos,4,Да,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
402,1171,Shery Hanson,continuously2100@example.org,(665)615-1152,2023-10-22 17:00,2023-10-23 17:00,product_2,in progress,18990,7%,"1329,3",0,RUB,Katy,Abilene,9,,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
403,1130,Marvis Montgomery,ipod2088@yahoo.com,+1-965-424-4966x3722,2023-02-03 17:00,2023-02-14 17:00,product_4,in progress,89900,3%,2697,0,RUB,Anny,Loves Park,7,Да,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
404,653,Alan Byers,starts2099@gmail.com,+1-876-932-8906x3903,2023-03-10 8:00,2023-03-18 8:00,product_3,completed,49900,5%,2495,49496,RUB,Will,Garland,3,Да,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
405,465,Randall Schroeder,busy1989@duck.com,001-586-319-0180x117,2023-06-28 5:00,2023-07-12 5:00,product_1,in progress,9990,3%,"299,7",0,RUB,Will,Weatherford,2,Да,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
406,527,Mitch Spence,industrial2013@live.com,+1-705-871-6859x6371,2023-07-18 6:00,2023-07-24 6:00,product_4,completed,89900,3%,2697,89494,RUB,John,Turlock,4,,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
407,926,Ricky Hyde,madrid1984@yandex.com,+1-662-697-5085x27750,2023-03-24 21:00,2023-03-25 21:00,product_1,completed,9990,3%,"299,7",9583,RUB,Will,Lancaster,8,,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
408,1256,Stanford Golden,germany1913@outlook.com,+1-495-365-5459x0296,2023-01-29 14:00,2023-01-31 14:00,product_3,completed,49900,5%,2495,49492,RUB,Will,Farmington,7,Да,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
409,732,Joshua Allison,acres2055@outlook.com,8504232320,2023-03-29 22:00,2023-04-01 22:00,product_4,cancelled,89900,7%,6293,0,RUB,Anny,Creve Coeur,6,,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
410,786,Helaine Sweeney,emerging1942@yahoo.com,+1-294-878-8492x143,2023-11-05 19:00,2023-11-06 19:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Will,Arnold,5,Да,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
411,456,Raul Wade,terrorists1958@yandex.com,335.479.4589x2654,2023-06-26 19:00,2023-07-07 19:00,product_1,cancelled,9990,3%,"299,7",0,RUB,Will,North Ogden,4,,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
412,528,Terica Everett,ethernet1882@live.com,664.230.1091x644,2023-03-10 12:00,2023-03-16 12:00,product_3,cancelled,49900,3%,1497,0,RUB,Will,Johns Creek,4,Да,vk-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
413,387,Jesenia Hewitt,prevention1976@yandex.com,577.335.4739,2023-10-31 9:00,2023-11-06 9:00,product_3,cancelled,49900,3%,1497,0,RUB,John,Belvidere,1,,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
414,529,Nu Dennis,labels1950@example.com,+1-850-958-1494x80434,2023-12-11 8:00,2023-12-25 8:00,product_2,completed,18990,3%,"569,7",18576,RUB,Anny,Moorpark,10,,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
415,1364,Curt Ayers,questionnaire2098@example.com,8795420170,2023-08-13 1:00,2023-08-13 1:00,product_1,in progress,9990,3%,"299,7",0,RUB,Katy,North Platte,10,Да,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
416,1319,Marin Santana,hull1812@protonmail.com,514-586-3304,2023-04-21 20:00,2023-04-22 20:00,product_2,completed,18990,7%,"1329,3",18574,RUB,Katy,Norco,1,Да,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_3,,,
417,629,Jen O'neil,plaintiff1893@example.com,795-383-9199x621,2023-09-29 3:00,2023-10-06 3:00,product_3,in progress,49900,7%,3493,0,RUB,Anny,Northfield,8,,vk-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
418,373,Marlon Taylor,delays2073@outlook.com,+1-215-814-6832x82767,2023-04-17 15:00,2023-04-25 15:00,product_4,completed,89900,5%,4495,89482,RUB,Anny,Vicksburg,6,,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
419,955,Tommy Carroll,structures2034@yahoo.com,001-939-706-4832x7487,2023-02-24 7:00,2023-03-01 7:00,product_1,in progress,9990,5%,"499,5",0,RUB,Katy,Fishers,5,,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
420,799,Sherley Spencer,contacts2033@example.org,726.377.0060,2023-06-25 10:00,2023-06-30 10:00,product_2,cancelled,18990,3%,"569,7",0,RUB,John,Massapequa Park,7,Да,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
421,1389,Darrel Brewer,electric1837@gmail.com,(460)927-3291x7126,2023-01-10 18:00,2023-01-11 18:00,product_2,completed,18990,5%,"949,5",18569,RUB,Will,Findlay,7,,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
422,913,Dagny Hudson,poison1998@gmail.com,442-438-8585x953,2023-01-15 23:00,2023-01-20 23:00,product_3,cancelled,49900,7%,3493,0,RUB,Will,Cudahy,1,Да,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
423,547,Kurt Bolton,brook1836@example.com,+1-202-318-0784,2023-12-08 20:00,2023-12-11 20:00,product_4,cancelled,89900,7%,6293,0,RUB,Anny,Savage,9,,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
424,738,Andre Cotton,griffin1882@live.com,844.274.9648,2023-09-20 14:00,2023-09-27 14:00,product_1,in progress,9990,5%,"499,5",0,RUB,Katy,Gilbert,8,,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
425,336,Felix Britt,experts1862@duck.com,(955)934-9522x53045,2023-08-30 8:00,2023-08-31 8:00,product_1,cancelled,9990,3%,"299,7",0,RUB,Will,Monterey Park,2,,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
426,440,Abe Tanner,cal2002@duck.com,255-746-9020x75621,2023-01-13 23:00,2023-01-18 23:00,product_4,cancelled,89900,7%,6293,0,RUB,Katy,La Verne,5,Да,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
427,495,Stanford Andrews,describes1970@duck.com,(686)910-1480x22081,2023-01-07 12:00,2023-01-08 12:00,product_2,in progress,18990,5%,"949,5",0,RUB,Katy,Avondale,9,,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
428,661,Ezekiel Lawson,vital1916@example.org,855-568-8100x4176,2023-01-14 17:00,2023-01-28 17:00,product_2,in progress,18990,3%,"569,7",0,RUB,Anny,Amarillo,1,Да,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
429,487,Ernie Osborne,kitty1990@example.com,6832694935,2023-10-26 8:00,2023-11-09 8:00,product_4,completed,89900,3%,2697,89471,RUB,John,St. Joseph,5,,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
430,1145,Danyelle Phillips,excessive1891@example.com,+1-452-574-2947x2883,2023-09-22 13:00,2023-10-05 13:00,product_1,in progress,9990,5%,"499,5",0,RUB,John,Evans,10,Да,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
431,814,Rebecka Tyler,rent1976@protonmail.com,675-355-2632x6806,2023-12-17 13:00,2023-12-19 13:00,product_1,completed,9990,3%,"299,7",9559,RUB,John,Corcoran,2,Да,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
432,656,Edmond Erickson,irrigation1881@protonmail.com,001-676-780-5792x47282,2023-10-18 19:00,2023-10-24 19:00,product_4,completed,89900,3%,2697,89468,RUB,Anny,Sugar Land,4,Да,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
433,28,Gail Jenkins,neck1982@protonmail.com,(337)482-8874x0029,2023-10-17 5:00,2023-10-30 5:00,product_1,cancelled,9990,7%,"699,3",0,RUB,Anny,Harrison,9,Да,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
434,209,Kendall Simpson,drink2030@gmail.com,(649)441-1619x40797,2023-09-08 2:00,2023-09-21 2:00,product_4,in progress,89900,7%,6293,0,RUB,John,South Elgin,6,,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
435,572,Quintin Mason,friends1873@example.com,001-557-958-7300,2023-03-19 7:00,2023-03-30 7:00,product_2,in progress,18990,7%,"1329,3",0,RUB,Katy,Hillsboro,3,,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
436,809,Tim Salas,banana1909@outlook.com,811-816-3254,2023-08-18 5:00,2023-08-27 5:00,product_1,cancelled,9990,7%,"699,3",0,RUB,John,Tacoma,3,,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
